,,,,,,,,,Connectivity,Shipment,Shifts per,Guards per,DCs per,,,,Staging Area,,Driveway,,Backup,Entry/Exit,,,,Fast Lane,Dock Doors,,,,Drop Area,,,,Ship/Rcv,Urban /,Potential,Multiple,,Remote,
Universal Logistics - Vance Value-Added Facility - Vance AL,Value-Added Logistics / Sequencing Warehouse,#3,No Gate / No GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural,,,,,"https://www.google.com/maps/@33.18450,-87.27200,400m/data=!3m1!1e3"
Universal Logistics - Tanner Value-Added Facility - Tanner AL,Value-Added Logistics / Sequencing Warehouse,#3,No Gate / No GS,,,,,,,,,,,,,,,,YES,,,,,,,YES,,,,YES,,,,YES,YES,Rural,,,,YES,"https://www.google.com/maps/@34.63115,-86.89625,400m/data=!3m1!1e3"
Universal Logistics - Spring Hill Contract Logistics Warehouse - Spring Hill TN,Contract Logistics / Value-Added Warehouse,#3,No Gate / No GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural,,,,,"https://www.google.com/maps/@35.71200,-86.92500,400m/data=!3m1!1e3"
Universal Logistics - San Antonio Contract Logistics Warehouse - San Antonio TX,Contract Logistics / Value-Added Warehouse,#3,No Gate / No GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban,,,,,"https://www.google.com/maps/@29.29800,-98.55000,400m/data=!3m1!1e3"
Universal Logistics - Polaris Madison Plant Contract Logistics - Madison AL,Contract Logistics / inbound logistics inside manufacturing plant,#6,Gate + GS (not BU sens.) + campus,,,,,,,,,,,YES,YES,,YES,YES,YES,,,YES,,2,2,YES,,,,YES,,,,YES,YES,Rural,,YES,,YES,"https://www.google.com/maps/@34.65205,-86.85300,400m/data=!3m1!1e3"
Universal Logistics - Chillicothe Contract Logistics Warehouse - Chillicothe IL,Contract Logistics / Value-Added Warehouse,#3,No Gate / No GS,,,,,,,,,,,,,,,YES,YES,,,YES,,2,2,YES,,,,YES,,,YES,,,Rural,,YES,,YES,"https://www.google.com/maps/@40.8482,-89.5535,400m/data=!3m1!1e3"
Universal Logistics - Mossville Contract Logistics Warehouse - Mossville IL,Contract Logistics / Value-Added Warehouse,#9,Gate + No GS (remote check-in),,,,,,,,,,,YES,,YES,,YES,YES,,,YES,,2,2,YES,,,,YES,,,YES,,YES,Rural,,YES,,YES,"https://www.google.com/maps/@40.841,-89.556,400m/data=!3m1!1e3"
Universal Intermodal Services - Savannah Terminal - Savannah GA,Intermodal / Drayage Terminal (owned),#9,Gate + No GS (remote check-in),,,,,,,,,,,YES,,YES,,YES,YES,,,YES,,1,1,,YES,,,,,,,YES,,Rural,,,,YES,"https://www.google.com/maps/@32.1332,-81.175,400m/data=!3m1!1e3"
Universal Intermodal Services - Harvey Chicago Operations Center - Harvey IL,Intermodal / Drayage container & chassis yard,#9,Gate + No GS (remote check-in),,,,,,,,,,,YES,,YES,,YES,YES,,,YES,,1,1,YES,YES,,,,,,,YES,,Urban,,,,YES,"https://www.google.com/maps/@41.58770,-87.64400,400m/data=!3m1!1e3"
Universal Intermodal Services - Gary Terminal - Gary IN,Intermodal / Drayage Terminal / Container Yard (owned),#3,No Gate / No GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban,,,,,"https://www.google.com/maps/@41.602,-87.337,400m/data=!3m1!1e3"
Universal Logistics - Louisville Terminal - Louisville KY,Terminal Yard / Intermodal Cross-Dock Terminal (owned),#3,No Gate / No GS,,,,,,,,,,,,,,,,YES,,,YES,,1,1,,,,YES,,,,,YES,,Urban,,,,YES,"https://www.google.com/maps/@38.21422,-85.8028,400m/data=!3m1!1e3"
Universal Logistics - Columbus Terminal - Columbus OH,Intermodal / Drayage Terminal Yard (owned),#3,No Gate / No GS,,,,,,,,,,,,,,,,YES,,,YES,,2,1,YES,,,,,,,,YES,,Urban,,,,YES,"https://www.google.com/maps/@40.013,-83.1308,400m/data=!3m1!1e3"
Universal Logistics - Clearfield Terminal - Clearfield UT,Intermodal / Rail-Served Transload & Distribution Terminal (owned),#3,No Gate / No GS,,,,,,,,,,,,,,,,YES,,,YES,,1,1,,,YES,,,,YES,,,,Rural,,,,YES,"https://www.google.com/maps/@41.1054,-112.0232,400m/data=!3m1!1e3"
Universal Logistics - Memphis Terminal - Memphis TN,Intermodal / Drayage Terminal & Container Yard (owned),#3,No Gate / No GS,,,,,,,,,,,,,,,,YES,,,YES,,2,1,YES,,,,,,,,YES,,Urban,,,,YES,"https://www.google.com/maps/@35.038,-89.9002,400m/data=!3m1!1e3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#1,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#2,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#3,15,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#4,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#5,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#6,1,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#7,1,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#8,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#9,9,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#10,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,26,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fast Lane Opportunity,13,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rural / connectivity,13,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guarded,2,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Not-Guarded,24,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# Shifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NA,26,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,26,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
