id,name,domain,tier,segment,contacts
55459544942,"AutoZone Distribution Center",,A,retail_grocery,0
55459545000,"Ball Metal Beverage Container",,A,paper_packaging,0
55459238225,"Ball Metal Beverage Packaging",,A,paper_packaging,0
55459276439,"BASF Corporation",,A,chemicals_plastics,0
55459992605,"BASF Palmer Logistics",,A,chemicals_plastics,0
55459583875,"BASF Warehouse",,A,chemicals_plastics,0
55459607423,"Bell Container International Paper",,A,paper_packaging,0
55459307431,"Ben E. Keith Foods Gulf Coast Distribution Center",,A,wholesale_distribution,0
55459310084,"Ben E. Keith Foods Mid-South Distribution Center",,A,wholesale_distribution,0
55459558521,"Best Buy Distribution Center",,A,ecommerce_parcel,0
55459289655,"Best Buy Warehouse",,A,retail_grocery,0
55459217530,"Best Buy Warehouse Ontario",,A,retail_grocery,0
55459544954,"Best Buy Warehouse, Polk City",,A,retail_grocery,0
55459217497,"Bimbo Bakeries Distribution Center",,A,cpg_food_beverage,0
55459447409,"Bimbo Bakeries-Sara Lee Distribution Center",,A,cpg_food_beverage,0
55459546004,"Bridgestone Americas Distribution Center",,A,wholesale_distribution,0
55459249457,"Bridgestone Distribution Center",,A,automotive_heavy_mfg,0
55459515208,"Bridgestone Firestone Distribution Center",,A,wholesale_distribution,0
55459515188,"Cardinal Health at Home Distribution Center",,A,wholesale_distribution,0
9883041416,"Carhartt",,A,retail_grocery,0
55459169966,"Ceva Freight",,A,3pl_carrier,0
55459540349,"CEVA Logistics - Pelican Distribution Center",,A,3pl_carrier,0
55459469669,"Chewy Fulfillment Center CFC1",,A,ecommerce_parcel,0
55459988488,"Chewy Fulfillment Center CLT1",,A,ecommerce_parcel,0
55459542651,"Chewy Fulfillment Center DAY1",,A,ecommerce_parcel,0
55459255656,"Chewy Fulfillment Center DFW1",,A,ecommerce_parcel,0
55459484682,"Chewy Fulfillment Center HOU1",,A,ecommerce_parcel,0
55459548834,"Chewy Fulfillment Center MCO1",,A,ecommerce_parcel,0
55459482710,"Chewy Fulfillment Center MDT1",,A,ecommerce_parcel,0
55459584095,"Chewy Fulfillment Center, RNO1",,A,ecommerce_parcel,0
55459508119,"Clay Distribution Center: Gordon Food Service",,A,wholesale_distribution,0
55459566745,"Clorox Products Houston",,A,chemicals_plastics,0
55459434374,"Conagra Brands - Russellville",,A,cpg_food_beverage,0
55459247535,"Crete Carrier Corporation",,A,3pl_carrier,0
55459224898,"Crown Packaging Corp. - Little Rock, Arkansas Office",,A,paper_packaging,0
55459572329,"Cummins Regional Distribution Center - Dallas",,A,automotive_heavy_mfg,0
55459273119,"CVS Distribution Center of Greenfield IN",,A,retail_grocery,0
55459461040,"Damascus Warehouse (SONOCO)",,A,paper_packaging,0
55459607402,"DHL Bow Distribution Center (Formerly EXEL)",,A,3pl_carrier,0
55459224504,"DHL Warehouse Verizon",,A,3pl_carrier,0
55459560549,"Dick's Sporting Goods Distribution Center",,A,retail_grocery,0
55459513765,"Dollar General Distribution Center OTR Truck Gate",,A,retail_grocery,0
55459296868,"Dollar General Receiving",,A,retail_grocery,0
55459534984,"Dollar Tree Distribution Center",,A,retail_grocery,0
55459238257,"Dow Chemical Co",,A,chemicals_plastics,0
55459587712,"DSC",,A,3pl_carrier,0
55459231343,"DSV Silutions Shell warehouse Panalpina",,A,3pl_carrier,0
55459238219,"Dupont Industrial Center",,A,chemicals_plastics,0
55459212351,"Family Dollar Distribution Center",,A,retail_grocery,0
55554491905,"Fastenal Canada Fulfillment Center",,A,wholesale_distribution,0
55554492993,"Fastenal Canada Fulfillment Center",,A,wholesale_distribution,0
55459578136,"Fastenal Fulfillment Center",,A,wholesale_distribution,0
55554492178,"Fastenal Fulfillment Center",,A,wholesale_distribution,0
55554494883,"Fastenal Fulfillment Center",,A,wholesale_distribution,0
55459282441,"Fastenal Fulfillment Center - Appointment Only",,A,wholesale_distribution,0
55459525294,"Flexport Denver",,A,3pl_carrier,0
55459456880,"Flexport DFW1 Fulfillment Center",,A,ecommerce_parcel,0
55459249294,"Flexport EWR1 Fulfillment Center",,A,ecommerce_parcel,0
55459259979,"Flexport LAX1 Fulfillment Center",,A,ecommerce_parcel,0
55459616612,"Florida food service Ben E Keith Foods Florida",,A,cpg_food_beverage,0
55459985165,"Fort Worth Distribution Center for tractor supply",,A,retail_grocery,0
54758074021,"FTAI Infrastructure",fipinc.com,A,ports_intermodal,0
44999187298,"GCT Terminals",gctglobalcontainerterminals.com,A,ports_intermodal,0
55459209861,"GEODIS | Contract Logistics",,A,3pl_carrier,0
55554497633,"GEODIS logistic.",,A,3pl_carrier,0
55554495666,"Geodis Logistics",,A,3pl_carrier,0
55459251998,"Geodis Logistics (H&M)",,A,3pl_carrier,0
55459564962,"Goodyear Logistics Center- Operated by DHL",,A,3pl_carrier,0
55459594248,"Gordon Food Service Freezer Warehouse",,A,cold_chain,0
55459284398,"Grainger Distribution Center",,A,wholesale_distribution,0
55459518485,"Grainger Industrial Supply",,A,wholesale_distribution,0
55459529090,"Graphic Packaging",,A,paper_packaging,0
54727912064,"Grupo Elektra",marcaone.com,A,retail_grocery,0
55459562934,"Hershey Foods West Distribution",,A,cpg_food_beverage,0
55459493944,"Hershey's Annville Fulfillment Center",,A,cpg_food_beverage,0
55459533075,"Hershey's Weaver Popcorn Manufacturing",,A,cpg_food_beverage,0
55459558581,"Home Depot Distribution",,A,building_materials_industrial,0
55459304727,"Home Depot Flatbed Distribution Center #5856",,A,retail_grocery,0
55459532937,"Home Depot warehouse",,A,retail_grocery,0
55459182259,"Hood Packaging Corporation",,A,paper_packaging,0
55459552432,"ICDC(check in at Pepsi Warehouse Guard)",,A,cpg_food_beverage,0
55459215499,"IKEA Distribution Center",,A,retail_grocery,0
55459522053,"International Paper - Beltline Container Plant",,A,paper_packaging,0
55459982904,"International Paper - Dallas Container Plant",,A,paper_packaging,0
55459463350,"International Paper Co",,A,paper_packaging,0
55459294760,"J.B. Hunt Transport - Dallas East Terminal",,A,3pl_carrier,0
55554494646,"J.B. Hunt Transport Services, Inc.",,A,3pl_carrier,0
55459505219,"KeHE Distributors-LHV",,A,wholesale_distribution,0
55459236376,"Kellogg Co",,A,cpg_food_beverage,0
55459272828,"Kellogg's APL Logistics",,A,cpg_food_beverage,0
54774365620,"Kerry Group PLC",kerrygroup.com,A,cpg_food_beverage,0
45014826357,"Knight-Swift",knightswift.com,A,3pl_carrier,0
55459614538,"Knob Creek Bottling Plant",,A,cpg_food_beverage,0
55459326101,"Kohl's Distribution Center",,A,retail_grocery,0
55459990351,"Kohler Distribution Center",,A,building_materials_industrial,0
55554498382,"Kuehne + Nagel",,A,3pl_carrier,0
55459299628,"Land O' Lakes- Purina Distribution Center",,A,cpg_food_beverage,0
55459500864,"LINEAGE LOGISTICS - LANCASTER, TX",,A,cold_chain,0
55459344201,"Lineage Logistics Jacksonville West",,A,cold_chain,0
55459585635,"LKQ Refinish Distribution Center",,A,automotive_heavy_mfg,0
55459572365,"Lowe's Distribution Center",,A,building_materials_industrial,0
55459489591,"Lowe's Flatbed Distribution Center MyJob",,A,retail_grocery,0
55459489663,"Lowe's Regional Distribution Center",,A,retail_grocery,0
9981245821,"Maersk",,A,ports_intermodal,0
55459489637,"MARS PETCARE WAREHOUSE",,A,cpg_food_beverage,0
10054275351,"Martin Marietta Aggregates - Via CSca;e",,A,building_materials_industrial,0
55459278256,"Medline Industries Distribution Center",,A,wholesale_distribution,0
55459304790,"Meijer Distribution Center - DC 86",,A,retail_grocery,0
55459533209,"Meijer Distribution Center - DC 92",,A,retail_grocery,0
55459981098,"Meijer Distribution Center - DC 93",,A,retail_grocery,0
55459222186,"Nestle Bottled Water Delivery Dallas",,A,cpg_food_beverage,0
55554507127,"Nestle Distribution Center (Truck Entrance)",,A,cpg_food_beverage,0
55459183886,"Nestle Water North America",,A,cpg_food_beverage,0
55554512226,"Nestle Waters",,A,cpg_food_beverage,0
55459278205,"Nestle Waters North America",,A,cpg_food_beverage,0
55459264521,"Newell Logistics",,A,wholesale_distribution,0
55459415891,"Ocean Spray",,A,cpg_food_beverage,0
55554494372,"Old Dominion Freight Line",,A,3pl_carrier,0
55459261528,"Old Dominion Freight Line Fuel Station",,A,3pl_carrier,0
55459235439,"Owens & Minor - Houston Distribution Center",,A,wholesale_distribution,0
55459296930,"Owens Corning Warehouse",,A,building_materials_industrial,0
54773568618,"OWENS-ILLINOIS",owensillinois.com,A,building_materials_industrial,0
55459299733,"Ozburn-Hessey Logistics",,A,3pl_carrier,0
55459261559,"Packaging Corporation of America (PCA)",,A,paper_packaging,0
55459484470,"Penske Logistics",,A,3pl_carrier,0
55459460949,"PENSKE WAREHOUSE",,A,3pl_carrier,0
55459222298,"Pepsi Beverages Co",,A,cpg_food_beverage,0
55554496049,"Pepsi Beverages Company",,A,cpg_food_beverage,0
55459241821,"Pepsi Beverages Company - PBC",,A,cpg_food_beverage,0
55459992588,"Pepsi Bottling Group",,A,cpg_food_beverage,0
55554500693,"Pepsi Bottling Group - Truck Entrance",,A,cpg_food_beverage,0
55554492169,"Pepsi Co. Inc",,A,cpg_food_beverage,0
55459473762,"Pepsi Truck Entrance / Exit",,A,cpg_food_beverage,0
55459215512,"Pepsi-Cola",,A,cpg_food_beverage,0
55459508125,"Pepsi-Cola Co",,A,cpg_food_beverage,0
55554492427,"Pepsi-Cola Co",,A,cpg_food_beverage,0
55459456847,"Pepsico - truck entrance",,A,cpg_food_beverage,0
55459576083,"Pepsico Gatorade satellite warehouse",,A,cpg_food_beverage,0
55459486807,"PepsiCo Mt. Creek",,A,cpg_food_beverage,0
45012661428,"Performance Team (Maersk)",performanceteam-us.com,A,3pl_carrier,0
45069961302,"Pilgrim’s Pride Corp.",pilgrimscorp.com,A,cpg_food_beverage,0
55554492985,"PPG Industries Inc",,A,chemicals_plastics,0
55459268169,"PPG Paints Distribution Center",,A,chemicals_plastics,0
55459312793,"PRIME/CHROBINSON Warehouse",,A,3pl_carrier,0
55459607213,"Procter & Gamble Co",,A,cpg_food_beverage,0
55459291508,"R & L Carriers Inc",,A,3pl_carrier,0
55459532894,"R+L Carriers",,A,3pl_carrier,0
55459552407,"R+L Carriers Norristown",,A,3pl_carrier,0
55459493956,"Red Bull Distribution center",,A,cpg_food_beverage,0
55459578148,"Red Bull Indianapolis",,A,cpg_food_beverage,0
55459259929,"Regal Beloit Logistics",,A,building_materials_industrial,0
55459256999,"Ross Stores Distribution Center",,A,retail_grocery,0
55459473746,"Ryder Distribution Center",,A,3pl_carrier,0
55459299512,"Ryder Integrated Logistics",,A,3pl_carrier,0
55459556768,"Ryder Logistics",,A,3pl_carrier,0
55459252035,"Ryder Truck Terminal",,A,3pl_carrier,0
55459521937,"Ryder Warehouse",,A,3pl_carrier,0
55459224586,"Ryder/Whiplash E-commerce fulfillment node",,A,ecommerce_parcel,0
55459299640,"Saddle Creek Distribution Warehouse",,A,3pl_carrier,0
45067947084,"Saddle Creek Logistics",saddlecreeklogistics.com,A,3pl_carrier,0
55554494382,"Saddle Creek Logistics Services",,A,3pl_carrier,0
55554494638,"Saia LTL Freight",,A,3pl_carrier,0
55554494879,"Saia LTL Freight",,A,3pl_carrier,0
55459159158,"Schneider",,A,3pl_carrier,0
55459296667,"Schneider cross dock",,A,3pl_carrier,0
55459238042,"Schneider National Operating Center",,A,3pl_carrier,0
55459447859,"Schreiber",,A,cpg_food_beverage,0
55459268414,"Shamrock Foods Delivery, Receiving & Distribution Center",,A,wholesale_distribution,0
55459254089,"Sherwin Williams Aurora Distribution Service Center",,A,building_materials_industrial,0
55459549019,"Sherwin-Williams Florida Distribution Center",,A,building_materials_industrial,0
55459249455,"Sherwin-Williams Wheeling Manufacturing Plant",,A,chemicals_plastics,0
55459344253,"Smithfield Foods Distribution Center",,A,cpg_food_beverage,0
55459506537,"Smurfit Westrock Conway Folding Carton Plant",,A,paper_packaging,0
55459601805,"Smurfit Westrock Denver Container Plant",,A,paper_packaging,0
55459584093,"Smurfit Westrock Hazleton Fold-Pak Plant",,A,paper_packaging,0
55459469680,"Smurfit Westrock Houston Sheet Plant",,A,paper_packaging,0
55459441194,"Smurfit Westrock Longview",,A,paper_packaging,0
55459307553,"Sonoco Products Co",,A,paper_packaging,0
55459352916,"Sonoco Products Co Gate 9",,A,paper_packaging,0
55459467688,"Sonoco Recycling",,A,paper_packaging,0
55459550222,"Sonoco Trailer Lot",,A,paper_packaging,0
55459554867,"Sonoco Tubes & Cores",,A,paper_packaging,0
55459256918,"Staples Fulfillment Center",,A,ecommerce_parcel,0
55459238200,"Swift Transportation",,A,3pl_carrier,0
55459266700,"Swift Transportation - Ocala Terminal",,A,3pl_carrier,0
55459312967,"Swift Transportation drop yard",,A,3pl_carrier,0
55459482656,"Swift Transportation Terminal II",,A,3pl_carrier,0
55459219978,"Sysco Albany - Food Distributor & Restaurant Supplies",,A,wholesale_distribution,0
55459243847,"Sysco Arkansas - Food Distributor & Restaurant Supplies",,A,wholesale_distribution,0
55459980920,"Sysco Baraboo - Food Distributor & Restaurant Supplies",,A,cpg_food_beverage,0
55459456929,"Sysco Central Florida - Food Distributor & Restaurant Supplies",,A,wholesale_distribution,0
55459465081,"Sysco Cold Storage",,A,cold_chain,0
55459326210,"Sysco East Texas - Food Distributor & Restaurant Supplies",,A,wholesale_distribution,0
55459232635,"Sysco Houston - Food Distributor & Restaurant Supplies",,A,wholesale_distribution,0
55459299666,"Sysco Jacksonville - Food Distributor & Restaurant Supplies",,A,wholesale_distribution,0
55459498543,"Sysco Northern New England - Food Distributor & Restaurant Supplies",,A,wholesale_distribution,0
55459550084,"Sysco Riverside - Food Distributor & Restaurant Supplies",,A,cpg_food_beverage,0
55459263234,"Sysco To Go- Houston Medical Centre",,A,wholesale_distribution,0
55459245886,"Sysco warehouse",,A,wholesale_distribution,0
55459542603,"Sysco West Coast Florida - Food Distributor & Restaurant Supplies",,A,wholesale_distribution,0
55459467597,"SYSCO-ALACHUA FL",,A,wholesale_distribution,0
55459506528,"TJ Maxx Distribution Center",,A,retail_grocery,0
55459985196,"Tom Thumb/Randalls/Albertsons Distribution Center",,A,retail_grocery,0
55459491489,"Tractor Supply Co Distribution",,A,retail_grocery,0
55459489708,"Tractor Supply Company - Longview Distribution Center",,A,retail_grocery,0
55459441226,"Tractor Supply Company Distribution Center",,A,retail_grocery,0
55459589998,"Trane Distribution Center",,A,building_materials_industrial,0
55459558575,"Tyson Food Haltom City Distribution Center truck entrance",,A,cpg_food_beverage,0
55459282491,"Tyson Foods - Barber Foods",,A,cpg_food_beverage,0
55459326102,"Tyson Foods Distribution Center",,A,cpg_food_beverage,0
55459583744,"Tyson Foods South",,A,cpg_food_beverage,0
55459486839,"Tyson Foods, Russellville Distribution Center",,A,cpg_food_beverage,0
55459484676,"Tyson Processing Plant Monroe, N.C.",,A,cpg_food_beverage,0
55459344434,"Uline Shipping Supplies - X1",,A,wholesale_distribution,0
55459538230,"United States Postal Service",,A,ecommerce_parcel,0
55459264441,"United Supermarkets/Albertsons Distribution Center",,A,retail_grocery,0
55459484519,"UPS United Parcel Service Offices & Warehouse",,A,ecommerce_parcel,0
55459280258,"US Foods - Allentown Distribution Center",,A,wholesale_distribution,0
55459562678,"Wakefern Food Truck Gate",,A,retail_grocery,0
55459241800,"Wakefern Foods",,A,retail_grocery,0
55459525432,"Walgreens Distribution Center",,A,retail_grocery,0
55459270066,"Walgreens Micro Fulfillment Center",,A,retail_grocery,0
55459157352,"Werner Enterprises",,A,3pl_carrier,0
55459245938,"WestRock - Corrugated Container",,A,paper_packaging,0
55459352882,"Whirlpool Distribution Center",,A,wholesale_distribution,0
55459610987,"Williams-Sonoma Distribution Center",,A,ecommerce_parcel,0
55459545102,"XPO Global Logistics (XGL)",,A,3pl_carrier,0
55459181828,"Xpo Logistics",,A,3pl_carrier,0
55459182226,"XPO Logistics Columbia",,A,3pl_carrier,0
55459289669,"Yusen Logistics IND4 Warehouse",,A,3pl_carrier,0
54696455960,"",external.danone.com,A,cpg_food_beverage,1
54714445749,"",intl.pepsico.com,A,cpg_food_beverage,1
54756924330,"",fmcmail.com,A,chemicals_plastics,1
54756942101,"",fluids.ittind.com,A,building_materials_industrial,1
54756991669,"",demoulasmarketbasket.com,A,retail_grocery,1
54758440253,"",plastipak.eu,A,paper_packaging,1
54762232160,"",emea.donaldson.com,A,building_materials_industrial,1
54762232165,"",kellogg.com.cn,A,cpg_food_beverage,1
54762596491,"",sttxna.com,A,building_materials_industrial,1
54771804473,"",adusaprocurement.com,A,retail_grocery,1
54771844241,"",gc.logistec.com,A,ports_intermodal,1
54771938895,"",theandersons.com,A,agriculture_food_processing,1
54771998571,"",motion-ind.com,A,wholesale_distribution,1
54772621240,"",tiem.toyota-industries.com,A,automotive_heavy_mfg,1
54772710947,"",gbpcoated.com,A,paper_packaging,1
54772736910,"",johnstonenw.com,A,wholesale_distribution,1
54772737844,"",wescoinc.com,A,wholesale_distribution,1
54773692330,"",ups.co.il,A,3pl_carrier,1
54773775947,"",van.sysco.ca,A,wholesale_distribution,1
54774126695,"",ewingos.com,A,wholesale_distribution,1
54774564221,"",jpgould.com,A,paper_packaging,1
54784237697,"",penskecorp.com,A,3pl_carrier,1
54784270126,"",almo-corp.com,A,wholesale_distribution,1
54784279183,"",tti-fc.com,A,wholesale_distribution,1
54784284215,"",eur.crowncork.com,A,paper_packaging,1
54784317464,"",bmwna.com,A,automotive_heavy_mfg,1
54784340248,"",ssg.petsmart.com,A,retail_grocery,1
54784346939,"",us.imptob.com,A,cpg_food_beverage,1
54784395789,"",fr.estee.com,A,cpg_food_beverage,1
54784395848,"",il.estee.com,A,cpg_food_beverage,1
54784402956,"",chart-ind.com,A,chemicals_plastics,1
54784424078,"",chn.dupont.com,A,chemicals_plastics,1
54784434203,"",compassminerals.co.uk,A,chemicals_plastics,1
54784482365,"",conti-na.com,A,automotive_heavy_mfg,1
54784527174,"",semgroup.com,A,chemicals_plastics,1
54784714402,"",arcelik.com,A,building_materials_industrial,1
54784812406,"",bunzlretailusa.com,A,wholesale_distribution,1
54784814138,"",dollartreestores.com,A,retail_grocery,1
54785040690,"",be.estee.com,A,cpg_food_beverage,1
54785041286,"",eu.spectrumbrands.com,A,cpg_food_beverage,1
54785058991,"",plastipak.com.br,A,paper_packaging,1
54785080737,"",nidec-mk.com,A,automotive_heavy_mfg,1
54785126405,"",qfci.com,A,retail_grocery,1
54785128566,"",bmwnaext.com,A,automotive_heavy_mfg,1
54785198172,"",genieind.com,A,building_materials_industrial,1
54799663128,"",ftpc.fpcusa.com,A,chemicals_plastics,1
54800194205,"",canforpulp.com,A,paper_packaging,1
54800219041,"",ae.estee.com,A,cpg_food_beverage,1
54872795443,"",premiumbrandsgroup.com,A,cpg_food_beverage,1
55289996352,"",goodyearcorp.onmicrosoft.com,A,automotive_heavy_mfg,1
55332399757,"",campofriofg.com,A,cpg_food_beverage,1
55341295640,"",ap.hasbro.com,A,cpg_food_beverage,1
55341295718,"",resmed.com.sg,A,wholesale_distribution,1
55341323630,"",jp.estee.com,A,cpg_food_beverage,1
55349787433,"",navistarinc.onmicrosoft.com,A,automotive_heavy_mfg,1
55411966977,"",awards.cma-cgm.com,A,ports_intermodal,1
9453667485,"ABB",,A,building_materials_industrial,1
9462285177,"Adidas",,A,retail_grocery,1
54773646220,"Agrium",agrium.com,A,agriculture_food_processing,1
8981928040,"AGRO Merchants",argomerchants.com,A,cold_chain,1
54785433459,"Ahold Nederland",ahold.com,A,retail_grocery,1
54784791329,"Aisin",aisindrive.com,A,automotive_heavy_mfg,1
55508428443,"Allen Distribution",allendistribution.com,A,3pl_carrier,1
9177675127,"Altria",,A,cpg_food_beverage,1
9636329119,"American Axle",,A,automotive_heavy_mfg,1
54784451106,"AmerisourceBergen",amerisourcebergen.com,A,wholesale_distribution,1
54784821112,"Amphenol",fci.com,A,building_materials_industrial,1
54762166446,"Amphenol FCI",amphenol-fci.com,A,automotive_heavy_mfg,1
54773730179,"Arc",arc-intl.com,A,cpg_food_beverage,1
9636609361,"Arvato Supply Chain Solutions",,A,3pl_carrier,1
9399702686,"Avantor",,A,,1
54784085026,"Avient",polyone.com,A,chemicals_plastics,1
9338066833,"BakeMark",,A,cpg_food_beverage,1
55427829903,"Barilla",barilla.com,A,cpg_food_beverage,1
54784395047,"BASF Catalysts",basf-catalystsmetals.com,A,chemicals_plastics,1
55341959243,"BHP",bhp.com,A,building_materials_industrial,1
8974733420,"BIEWER LUMBER",biewerlogisticsllc.com,A,building_materials_industrial,1
54771949703,"Blue Bunny",bluebunny.com,A,cold_chain,1
54772749617,"Canada Post",postescanada.ca,A,3pl_carrier,1
55341868092,"Cardinal Logistics",cardlog.com,A,3pl_carrier,1
9178571033,"Carlton Scale",,A,retail_grocery,1
10210069156,"Catalent Pharma Solutions",,A,wholesale_distribution,1
54784406668,"Cementos Moctezuma",cmoctezuma.com.mx,A,building_materials_industrial,1
55233717262,"Cencora",cencora.com,A,wholesale_distribution,1
55382573228,"Coca-Cola European Partners",ccep.com,A,cpg_food_beverage,1
54707346442,"Coca-Cola Southwest Beverages",cocacolaswb.com,A,cpg_food_beverage,1
54797274251,"Colgate",colgate.com,A,cpg_food_beverage,1
9636345617,"Constellation Brands",,A,cpg_food_beverage,1
54784392032,"Cox Automotive",coxautoinc.com,A,automotive_heavy_mfg,1
9636507775,"Dayco",,A,automotive_heavy_mfg,1
9337770642,"Diageo",,A,cpg_food_beverage,1
54773716823,"Dover",dover.com,A,building_materials_industrial,1
54784438952,"Dreyer's",dreyers.com,A,cpg_food_beverage,1
54755794801,"DRiV",driv.com,A,automotive_heavy_mfg,1
9462286505,"Eaton",,A,building_materials_industrial,1
9636345449,"Ebsco Industries",,A,wholesale_distribution,1
55342665904,"Eli Lilly",lilly.com,A,cpg_food_beverage,1
54784832806,"Emerson Process Management",emersonprocess.com,A,building_materials_industrial,1
54800229449,"ESAB",esab.ru,A,building_materials_industrial,1
9417393693,"FANUC America Corporation",,A,automotive_heavy_mfg,1
54707346451,"Federal Express Corporation",,A,3pl_carrier,1
54784482684,"FinishMaster",finishmaster.com,A,wholesale_distribution,1
9417717877,"Forvia",,A,automotive_heavy_mfg,1
54772741689,"Franz Bakery Outlet Store",usbakery.com,A,cpg_food_beverage,1
9636507793,"FXI",,A,building_materials_industrial,1
9637319487,"GE",,A,building_materials_industrial,1
54785035072,"General Cable",generalcable.com,A,building_materials_industrial,1
9361575535,"Gkn Automative",gknautomative.com,A,automotive_heavy_mfg,1
9400299674,"Goodyear",,A,automotive_heavy_mfg,1
54700172544,"Great Dane",greatdane.com,A,building_materials_industrial,1
54785014026,"Grupo Phoenix",grupophoenix.com,A,paper_packaging,1
9497491571,"Guardian Industries",,A,building_materials_industrial,1
55341843063,"Hanes",hanes.com,A,cpg_food_beverage,1
9407692339,"Hanon Systems",,A,automotive_heavy_mfg,1
54771923730,"Harvest Sherwood Food Distributors",harvestsherwood.com,A,cold_chain,1
9636329271,"Henkel",,A,chemicals_plastics,1
54776190581,"Hitachi",hitachi.com,A,automotive_heavy_mfg,1
54784198400,"HollyFrontier",hollyfrontier.com,A,chemicals_plastics,1
54785074301,"Hunt Energy",huntenergy.com,A,chemicals_plastics,1
9178570379,"Hyvee",,A,cpg_food_beverage,1
54784452491,"Ienova",ienova.com.mx,A,chemicals_plastics,1
54785163951,"Indel",indelinc.com,A,building_materials_industrial,1
54800235174,"Indorama Ventures",indoramaventures.com,A,chemicals_plastics,1
9497511541,"Infineon Technologies",,A,automotive_heavy_mfg,1
54784753057,"Ingram Micro Services",ingrammicroservices.com,A,wholesale_distribution,1
55527956402,"Intersnack",intersnackgroup.com,A,cpg_food_beverage,1
55341834766,"ITW Global Brands",itwgb.com,A,building_materials_industrial,1
9438766596,"JAS Forwarding Worldwide",,A,3pl_carrier,1
9438787584,"Johns Manville",,A,building_materials_industrial,1
55354290016,"Johns Manville",jm.com,A,building_materials_industrial,1
9185931778,"KAG Logistics",,A,retail_grocery,1
9408557716,"Kerry",,A,cpg_food_beverage,1
54783939460,"KION Group",kiongroup.com,A,automotive_heavy_mfg,1
54706737488,"Koch",kochcompanies.com,A,chemicals_plastics,1
54775407289,"Komatsu Mining",mining.komatsu,A,automotive_heavy_mfg,1
9186567436,"Kyndryl Warm Introductions",,A,3pl_carrier,1
54799681463,"L Brands",lb.com,A,retail_grocery,1
45070118561,"Lazerspot",lazerspot.com,A,3pl_carrier,1
9438851939,"Lear",,A,automotive_heavy_mfg,1
54784293895,"Lindt Chocolate",lindt.com,A,cpg_food_beverage,1
54773709062,"Looking for a New Challenge",weirminerals.com,A,building_materials_industrial,1
54783727682,"Luxottica Group S.p.A.",luxotticaretail.com,A,wholesale_distribution,1
55341745686,"Mars",wrigley.com,A,cpg_food_beverage,1
10210404956,"McKesson",,A,wholesale_distribution,1
55333316404,"Mead Johnson Nutrition",mjn.com,A,cpg_food_beverage,1
9178986340,"Meijer",,A,retail_grocery,1
55413844097,"Mercedes-Benz",mbusa.com,A,automotive_heavy_mfg,1
9636507558,"Meritor",,A,automotive_heavy_mfg,1
54799464850,"Metsä Group",metsagroup.com,A,paper_packaging,1
9636694178,"Mohawk Industries",,A,building_materials_industrial,1
9453544300,"Molex",,A,automotive_heavy_mfg,1
9636508232,"Pactiv Evergreen",,A,paper_packaging,1
54784534444,"Pilot Flying J",pilotflyingj.com,A,3pl_carrier,1
54726254714,"Quality Distribution",qualitydistribution.com,A,3pl_carrier,1
54771920445,"Repsol",repsol.com,A,chemicals_plastics,1
9417717528,"Republic Services",,A,,1
54776183431,"Rio Tinto",riotinto.com,A,building_materials_industrial,1
10036757775,"Road Runner",,A,3pl_carrier,1
54785173938,"RockTenn",rocktenn.com,A,paper_packaging,1
