,,,,,,,,,Connectivity,Shipment,Shifts per,Guards per,DCs per,,,,Staging Area,,Driveway,,Backup,Entry/Exit,,,,Fast Lane,Dock Doors,,,,Drop Area,,,,Ship/Rcv,Urban /,Potential,Multiple,,Remote,
"FedEx Freight Hub - West Jefferson OH (Columbus, CMH)",Freight LTL hub service center (~278 doors),#7,Gate + GS (not BU sens.) + fast lane opp,,,,,,,,,,,YES,YES,,YES,YES,YES,,,YES,,1,1,YES,,,,YES,,,,YES,,Rural,,,,YES,"https://www.google.com/maps/@39.95620,-83.34370,400m/data=!3m1!1e3"
FedEx Freight Hub - Hagerstown MD (HGR),Freight LTL hub service center,#6,Gate + GS (not BU sens.) + campus,,,,,,,,,,,YES,YES,,YES,YES,YES,,,YES,,1,1,YES,,,,YES,,,,YES,,Rural,,YES,,YES,"https://www.google.com/maps/@39.62500,-77.80350,400m/data=!3m1!1e3"
"FedEx Freight Hub - Conley GA (Atlanta, ATL)","Freight LTL hub service center (~304 doors, one of the largest)",#7,Gate + GS (not BU sens.) + fast lane opp,,,,,,,,,,,YES,YES,,YES,YES,YES,,,YES,,2,2,YES,,,,YES,,,,YES,,Urban,,,,YES,"https://www.google.com/maps/@33.6510,-84.3388,400m/data=!3m1!1e3"
FedEx Freight Hub - Harrison AR (HRO),Freight LTL hub / former American Freightways HQ campus,#9,Gate + No GS (remote check-in),,,,,,,,,,,YES,,YES,,YES,YES,,,YES,,1,1,,,,,YES,,,YES,,,Rural,,YES,,YES,"https://www.google.com/maps/@36.2575,-93.1320,400m/data=!3m1!1e3"
FedEx Freight Hub - Memphis TN,Freight LTL hub service center (FedEx Freight national HQ market),#7,Gate + GS (not BU sens.) + fast lane opp,,,,,,,,,,,YES,YES,,YES,YES,YES,,,YES,,2,2,YES,,,,YES,,,,YES,,Urban,,,,YES,"https://www.google.com/maps/@35.05305,-90.04885,400m/data=!3m1!1e3"
FedEx Freight Hub - Hodgkins IL (Chicago),Freight LTL hub service center (Chicago metro),#3,No Gate / No GS,,,,,,,,,,,,,,,,,YES,,,,,,,,YES,,,,YES,,,,Urban,,,,,"https://www.google.com/maps/@41.791181,-87.856685,400m/data=!3m1!1e3"
"FedEx Freight Hub - Earth City MO (St. Louis, STL)",Freight LTL hub service center (~240 doors),#7,Gate + GS (not BU sens.) + fast lane opp,,,,,,,,,,,YES,YES,,,YES,YES,,,YES,,2,2,YES,,,,YES,,,,YES,,Urban,,,,YES,"https://www.google.com/maps/@38.8350,-90.5210,400m/data=!3m1!1e3"
FedEx Freight Hub - Dallas/Fort Worth TX,Freight LTL hub service center (DFW metro),#9,Gate + No GS (remote check-in),,,,,,,,,,,YES,,YES,,YES,YES,,,YES,,1,1,YES,,,,YES,,,YES,,,Urban,,YES,,YES,"https://www.google.com/maps/@32.8378,-97.3340,400m/data=!3m1!1e3"
FedEx Freight Hub - Stockton CA,Freight LTL hub service center (Northern California),#9,Gate + No GS (remote check-in),,,,,,,,,,,YES,,YES,,YES,YES,,,YES,,1,1,YES,,,,YES,,,,YES,,Urban,,YES,,YES,"https://www.google.com/maps/@37.9118,-121.2235,400m/data=!3m1!1e3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#1,1,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#2,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#3,4,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#4,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#5,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#6,7,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#7,10,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#8,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#9,8,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#10,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,30,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fast Lane Opportunity,21,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rural / connectivity,8,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guarded,18,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Not-Guarded,12,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# Shifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NA,30,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,30,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
